route_id,tag,category
121888051,slab,feature_tags
121888233,crack,feature_tags
121888233,face,feature_tags
121888233,nice,good_tags
121888233,tricky,other_tags
121888255,crack,feature_tags
121888255,face,feature_tags
121888255,great,good_tags
121888255,techy,skill
121911346,crack,feature_tags
121911346,crux,feature_tags
121911346,great,good_tags
121911346,roof,feature_tags
121911346,tricky,other_tags
121925588,arete,feature_tags
121925588,face,feature_tags
121925588,heel hook,skill
121925588,jug,feature_tags
121925588,sloper,feature_tags
121927834,best,good_tags
121927834,cool,good_tags
121927834,crux,feature_tags
121927834,easier,good_tags
121927834,face,feature_tags
121927834,flake,feature_tags
121927834,fun,good_tags
121927834,great,good_tags
121927834,ledge,feature_tags
121927834,slab,feature_tags
121927834,traverse,feature_tags
121951996,good,good_tags
121951996,jug,feature_tags
121951996,nice,good_tags
121951996,powerful,skill
121951996,sloper,feature_tags
121953629,classic,good_tags
121953629,crack,feature_tags
121953629,crimp,feature_tags
121953629,crux,feature_tags
121953629,good,good_tags
121953629,pumpy,other_tags
121956489,arete,feature_tags
121956489,chimney,feature_tags
121956489,crack,feature_tags
121956489,exposed,feature_tags
121956489,face,feature_tags
121956489,flake,feature_tags
121956489,sandy,bad_tags
121966021,great,good_tags
121970221,crimp,feature_tags
121970221,jug,feature_tags
121970221,sloper,feature_tags
121970283,crimp,feature_tags
121970283,good,good_tags
121971030,crack,feature_tags
121971030,crimp,feature_tags
121971030,excellent,good_tags
121971030,jam,skill
121971030,nice,good_tags
121993876,crack,feature_tags
121993876,face,feature_tags
121993876,traverse,feature_tags
121994179,arete,feature_tags
121994179,crack,feature_tags
121994179,crux,feature_tags
121994179,face,feature_tags
121994179,run out,bad_tags
121995806,burly,skill
121995806,crack,feature_tags
121995806,crux,feature_tags
121995806,ledge,feature_tags
122019017,crack,feature_tags
122019017,flake,feature_tags
122019017,good,good_tags
122019017,ledge,feature_tags
122019871,face,feature_tags
122019871,flake,feature_tags
122019871,ledge,feature_tags
122027515,arete,feature_tags
122027515,face,feature_tags
122027515,jug,feature_tags
122031844,burly,skill
122043800,crux,feature_tags
122043800,easy,good_tags
122043800,ledge,feature_tags
122043800,mantle,skill
122043800,roof,feature_tags
122054141,cool,good_tags
122054141,crimp,feature_tags
122054141,face,feature_tags
122054141,good,good_tags
122054141,ledge,feature_tags
122054141,pumpy,other_tags
122054141,traverse,feature_tags
122073035,arete,feature_tags
122073035,crux,feature_tags
122104592,crack,feature_tags
122104592,jug,feature_tags
122104592,roof,feature_tags
122105767,crimp,feature_tags
122105767,good,good_tags
122105767,jug,feature_tags
122109512,crux,feature_tags
122109512,dirty,bad_tags
122109512,smear,other_tags
122111799,crack,feature_tags
122111799,flake,feature_tags
122111799,fun,good_tags
122111799,good,good_tags
122111847,fun,good_tags
122111847,good,good_tags
122111847,jug,feature_tags
122112014,crimp,feature_tags
122112014,jug,feature_tags
122150096,crimp,feature_tags
122150096,danger,bad_tags
122150096,good,good_tags
122150096,great,good_tags
122150096,jug,feature_tags
122150096,ledge,feature_tags
122150096,mantle,skill
122150096,toe hook,skill
122159553,easy,good_tags
122159553,fun,good_tags
122159553,jug,feature_tags
122168815,crux,feature_tags
122168815,jug,feature_tags
122168815,ledge,feature_tags
122168815,nice,good_tags
122168815,sloper,feature_tags
122174618,cool,good_tags
122174618,great,good_tags
122174618,traverse,feature_tags
122188809,exposed,feature_tags
122188809,face,feature_tags
122188809,fun,good_tags
122188809,great,good_tags
122212043,crack,feature_tags
122212043,good,good_tags
122212043,jug,feature_tags
122224576,crack,feature_tags
122224576,crimp,feature_tags
122224576,crux,feature_tags
122224576,jug,feature_tags
122224576,traverse,feature_tags
122270987,arete,feature_tags
122270995,crimp,feature_tags
122270995,face,feature_tags
122270995,thin,other_tags
122271020,jug,feature_tags
122281487,choss,bad_tags
122281487,dihedral,feature_tags
122281487,face,feature_tags
122281487,thin,other_tags
122294610,arete,feature_tags
122294610,danger,bad_tags
122294610,easy,good_tags
122294610,ledge,feature_tags
122294610,thin,other_tags
122297418,chimney,feature_tags
122297418,traverse,feature_tags
122298054,face,feature_tags
122298054,traverse,feature_tags
122298179,crimp,feature_tags
122298179,crux,feature_tags
122298179,jug,feature_tags
122298179,sloper,feature_tags
122353910,arete,feature_tags
122353910,crack,feature_tags
122353910,crux,feature_tags
122353910,good,good_tags
122408651,easier,good_tags
122408651,flake,feature_tags
122408651,good,good_tags
122418415,arete,feature_tags
122418415,face,feature_tags
122477831,crimp,feature_tags
122492487,careful,bad_tags
122492487,crack,feature_tags
122492487,crux,feature_tags
122512606,thin,other_tags
122513018,chimney,feature_tags
122513080,arete,feature_tags
122513080,chimney,feature_tags
122513202,crimp,feature_tags
122513202,face,feature_tags
122513202,technical,skill
122547250,easy,good_tags
122547250,sloper,feature_tags
122560590,fun,good_tags
122560590,good,good_tags
122560590,slab,feature_tags
122560629,balance,skill
122560629,fun,good_tags
122560629,slab,feature_tags
122560668,easy,good_tags
122560741,easy,good_tags
122560741,fun,good_tags
122641177,arete,feature_tags
122641177,crimp,feature_tags
122641177,face,feature_tags
122641177,heel hook,skill
122641177,jug,feature_tags
122641177,pocket,feature_tags
122641177,sloper,feature_tags
122860901,face,feature_tags
122860901,roof,feature_tags
122972684,face,feature_tags
122972684,nice,good_tags
122972684,thin,other_tags
122972684,traverse,feature_tags
123091316,good,good_tags
123091316,techy,skill
123094834,jug,feature_tags
123094834,mantle,skill
123094834,smear,other_tags
123094879,mantle,skill
123102893,mantle,skill
123102893,roof,feature_tags
123102893,traverse,feature_tags
123193463,crack,feature_tags
123193463,good,good_tags
123193463,run out,bad_tags
123226656,crimp,feature_tags
123226656,jug,feature_tags
123226656,sloper,feature_tags
123226656,traverse,feature_tags
123239862,crux,feature_tags
123239862,run out,bad_tags
123239942,flake,feature_tags
123239942,run out,bad_tags
123299833,run out,bad_tags
123376091,crack,feature_tags
123376091,crimp,feature_tags
123376091,dihedral,feature_tags
123376091,fun,good_tags
123376091,great,good_tags
123376091,ledge,feature_tags
123376091,roof,feature_tags
123380319,face,feature_tags
123380319,mantle,skill
123380448,arete,feature_tags
123380448,crack,feature_tags
123380533,crack,feature_tags
123380674,heel hook,skill
123380674,ledge,feature_tags
123380674,traverse,feature_tags
123460075,arete,feature_tags
123460075,great,good_tags
123460075,jug,feature_tags
123460075,sloper,feature_tags
123474977,heel hook,skill
123487154,choss,bad_tags
123487154,roof,feature_tags
123487154,rust,bad_tags
123501954,arete,feature_tags
123501954,mantle,skill
123507978,balance,skill
123507978,crimp,feature_tags
123507978,dirty,bad_tags
123507978,dyno,skill
123507978,easier,good_tags
123507978,face,feature_tags
123507978,jug,feature_tags
123507978,techy,skill
123508041,arete,feature_tags
123508041,balance,skill
123508041,crimp,feature_tags
123508041,face,feature_tags
123508041,fun,good_tags
123508041,jug,feature_tags
123508041,mantle,skill
123516456,arete,feature_tags
123516456,face,feature_tags
123516456,jug,feature_tags
123516506,crimp,feature_tags
123516506,easy,good_tags
123516506,jug,feature_tags
123516506,sloper,feature_tags
123516525,balance,skill
123516525,crimp,feature_tags
123516525,fun,good_tags
123516525,sloper,feature_tags
123521510,crimp,feature_tags
123521510,great,good_tags
123521525,crimp,feature_tags
123521525,fun,good_tags
123521525,mantle,skill
123521868,mantle,skill
123530760,arete,feature_tags
123530760,sloper,feature_tags
123535820,crimp,feature_tags
123535820,great,good_tags
123535820,jug,feature_tags
123535820,sloper,feature_tags
123538483,crux,feature_tags
123538483,good,good_tags
123538493,chimney,feature_tags
123538493,fun,good_tags
123538503,flake,feature_tags
123538503,ledge,feature_tags
123538503,mantle,skill
123538542,crux,feature_tags
123538542,ledge,feature_tags
123538542,slab,feature_tags
123538568,crack,feature_tags
123538568,slab,feature_tags
123538581,nice,good_tags
123540522,arete,feature_tags
123540522,crux,feature_tags
123540522,mantle,skill
123540522,pocket,feature_tags
123540522,slab,feature_tags
123572114,crux,feature_tags
123572114,easy,good_tags
123572114,run out,bad_tags
123572114,traverse,feature_tags
123574369,ledge,feature_tags
123574369,run out,bad_tags
123582231,good,good_tags
123582231,roof,feature_tags
123594377,fun,good_tags
123594377,powerful,skill
123594478,crimp,feature_tags
123594478,fun,good_tags
123598052,crimp,feature_tags
123598052,jug,feature_tags
123598052,sloper,feature_tags
123599321,slab,feature_tags
123599960,jug,feature_tags
