state_abbr,county_name,county_fips,total_precip_in,avg_temp_july_day,avg_temp_jan_day,pct_temp_60_80,pct_temp_75_90,pct_temp_below_40,pct_temp_below_50,pct_temp_below_60,avg_daytime_temp,avg_night_temp
AL,Autauga,1001,52.5,91.54045806451613,62.623748387096775,0.38082191780821917,0.4136986301369863,0,0.01643835616438356,0.136986301369863,77.25378520547945,54.483055342465754
AL,Baldwin,1003,54.3,91.73625161290323,67.1936,0.4191780821917808,0.44931506849315067,0,0,0.07945205479452055,78.99865589041096,58.71625095890411
AL,Barbour,1005,52.3,92.1029870967742,64.89697419354839,0.36712328767123287,0.42191780821917807,0,0.005479452054794521,0.1095890410958904,78.20631068493151,54.988465753424656
AL,Bibb,1007,48.2,91.96316774193548,61.66272258064516,0.36712328767123287,0.39452054794520547,0,0.024657534246575342,0.14520547945205478,76.85119178082192,53.79291561643836
AL,Blount,1009,56.4,88.6328193548387,58.39775483870968,0.4246575342465753,0.4410958904109589,0.005479452054794521,0.057534246575342465,0.1863013698630137,73.12274575342465,51.93563616438356
AL,Bullock,1011,51.4,91.44250322580645,63.75246451612903,0.3780821917808219,0.4438356164383562,0,0.00821917808219178,0.12602739726027398,77.30143835616438,54.098821917808216
AL,Butler,1013,54.6,91.88512903225806,64.25913548387096,0.36712328767123287,0.43561643835616437,0,0.005479452054794521,0.11506849315068493,78.11020054794521,54.245716712328765
AL,Calhoun,1015,53.5,89.4555935483871,59.24032903225807,0.4246575342465753,0.4301369863013699,0,0.043835616438356165,0.16986301369863013,74.1351594520548,51.2697495890411
AL,Chambers,1017,60.8,90.39542580645161,60.968735483870965,0.4383561643835616,0.4328767123287671,0,0.030136986301369864,0.15616438356164383,75.24025589041096,51.28930301369863
AL,Cherokee,1019,49.1,90.03542580645161,57.92853548387097,0.4054794520547945,0.42191780821917807,0,0.049315068493150684,0.18904109589041096,73.99986356164383,50.31524164383562
AL,Chilton,1021,52.5,91.16925161290322,61.42210322580645,0.3863013698630137,0.4054794520547945,0,0.021917808219178082,0.14520547945205478,76.40491506849315,53.77196164383562
AL,Choctaw,1023,57.9,93.55425161290323,64.12465806451613,0.3506849315068493,0.40273972602739727,0,0.01643835616438356,0.11232876712328767,78.9119698630137,54.37824602739726
AL,Clarke,1025,59.3,92.62910967741935,65.01112903225807,0.3698630136986301,0.410958904109589,0,0.005479452054794521,0.1095890410958904,78.7093095890411,54.77087287671233
AL,Clay,1027,58,89.06278709677419,59.6988064516129,0.4465753424657534,0.4383561643835616,0,0.0410958904109589,0.1643835616438356,73.90807835616438,51.49236767123288
AL,Cleburne,1029,51.6,88.39893548387097,58.6746064516129,0.44931506849315067,0.44931506849315067,0,0.04657534246575343,0.18356164383561643,73.05925260273973,51.02487068493151
AL,Coffee,1031,54.5,91.77799999999999,66.28367096774194,0.38082191780821917,0.4520547945205479,0,0.005479452054794521,0.09041095890410959,78.83045698630137,56.4451194520548
AL,Colbert,1033,49.7,89.0271935483871,57.7328,0.36164383561643837,0.4191780821917808,0.0136986301369863,0.0547945205479452,0.20821917808219179,73.28731506849316,51.31188931506849
AL,Conecuh,1035,54.6,92.3895935483871,65.80115483870968,0.36712328767123287,0.43561643835616437,0,0.0027397260273972603,0.09863013698630137,78.93486684931507,55.435398356164384
AL,Coosa,1037,57.6,90.62890322580645,61.216032258064516,0.40821917808219177,0.4246575342465753,0,0.021917808219178082,0.14794520547945206,75.74872876712328,53.10824
AL,Covington,1039,53.9,92.80167741935485,67.14575483870968,0.3506849315068493,0.4410958904109589,0,0.0027397260273972603,0.08767123287671233,79.8162898630137,56.48104547945206
AL,Crenshaw,1041,54.4,91.60705806451612,64.84907096774194,0.36712328767123287,0.4438356164383562,0,0.005479452054794521,0.10410958904109589,78.1865008219178,55.03388493150685
AL,Cullman,1043,60.9,88.46687096774194,58.424987096774196,0.4191780821917808,0.4465753424657534,0.005479452054794521,0.06027397260273973,0.1863013698630137,73.05833534246575,50.57987616438356
AL,Dale,1045,54.8,91.87281935483871,66.28158064516128,0.37534246575342467,0.4520547945205479,0,0.005479452054794521,0.09041095890410959,78.84275616438356,56.86350849315068
AL,Dallas,1047,57.2,92.32101935483871,63.030954838709675,0.3561643835616438,0.4246575342465753,0,0.0136986301369863,0.13972602739726028,77.76357479452055,54.30244876712329
AL,DeKalb,1049,49.9,87.56489677419354,56.26150322580645,0.4191780821917808,0.44931506849315067,0.010958904109589041,0.0684931506849315,0.2328767123287671,71.6197506849315,49.75100821917808
AL,Elmore,1051,57.8,91.34030967741936,62.55662580645161,0.4,0.42191780821917807,0,0.0136986301369863,0.13424657534246576,76.76251835616438,54.32662301369863
AL,Escambia,1053,52.2,92.2108129032258,66.6576064516129,0.3726027397260274,0.4383561643835616,0,0.0027397260273972603,0.09041095890410959,79.19255287671233,56.327019726027395
AL,Etowah,1055,50.6,89.07109032258064,57.96407096774193,0.4301369863013699,0.43561643835616437,0.0027397260273972603,0.0547945205479452,0.1863013698630137,73.24727123287671,51.41063287671233
AL,Fayette,1057,53.6,90.4419935483871,60.131154838709676,0.37534246575342467,0.3917808219178082,0.0027397260273972603,0.043835616438356165,0.15616438356164383,75.29010849315068,51.04395561643835
AL,Franklin,1059,52.3,88.66173548387097,57.77646451612903,0.37534246575342467,0.4273972602739726,0.010958904109589041,0.057534246575342465,0.20273972602739726,73.19938630136986,50.93911178082192
AL,Geneva,1061,55.4,92.34981935483871,67.11747741935484,0.36164383561643837,0.4438356164383562,0,0.0027397260273972603,0.09041095890410959,79.46810082191782,56.03363945205479
AL,Greene,1063,51.7,91.49812903225806,62.00390967741936,0.3698630136986301,0.40273972602739727,0,0.024657534246575342,0.14246575342465753,76.90088164383562,54.17602958904109
AL,Hale,1065,52.4,91.91445161290322,61.987593548387096,0.37534246575342467,0.4,0,0.024657534246575342,0.14520547945205478,77.12250356164384,54.52459835616438
AL,Henry,1067,57.6,91.79948387096775,65.82153548387097,0.37534246575342467,0.4383561643835616,0,0.005479452054794521,0.0958904109589041,78.58075506849315,56.6611095890411
AL,Houston,1069,56,92.07018064516129,67.32523225806452,0.3643835616438356,0.4575342465753425,0,0.0027397260273972603,0.09315068493150686,79.39109041095891,57.5963402739726
AL,Jackson,1071,51.8,87.20385161290322,56.31219354838709,0.4273972602739726,0.44931506849315067,0.01643835616438356,0.0684931506849315,0.2191780821917808,71.74648054794521,50.24433150684931
AL,Jefferson,1073,51.2,90.7353935483871,59.9962129032258,0.3835616438356164,0.4,0,0.043835616438356165,0.1643835616438356,75.17687616438356,54.08356876712329
AL,Lamar,1075,51.4,91.05410967741935,60.58649677419355,0.37534246575342467,0.38904109589041097,0.005479452054794521,0.043835616438356165,0.1506849315068493,75.89107178082192,51.96587616438356
AL,Lauderdale,1077,49.9,88.76352258064516,57.243954838709676,0.3698630136986301,0.4246575342465753,0.019178082191780823,0.06301369863013699,0.2136986301369863,72.87147561643836,50.64619506849315
AL,Lawrence,1079,49.7,88.84231612903226,57.96767096774194,0.3698630136986301,0.4273972602739726,0.010958904109589041,0.057534246575342465,0.20273972602739726,73.22097150684931,50.85505917808219
