route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Krill,Whale's Head Boulder > Classics Patio > Lower Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107726840/krill,3.1,Boulder,V4,1,15,35.17499,-81.36205
Lost Cause,45 degree boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/109929513/lost-cause,3.8,Boulder,V5,1,10,35.45162,-82.21928
White Monster,White Monster Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112397947/white-monster,3.7,Boulder,V8-,1,12,36.40222,-80.27957
Black Slab Left SDS,Cave Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107987209/black-slab-left-sds,3.6,Boulder,V7,1,NA,35.45016,-82.21828
Lewis' Lunge,The Short Wall Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107861723/lewis-lunge,3,Boulder,V5,1,14,35.34877,-82.16269
Harvester of Sorrows,5.10 Wall / Roof of Death > Blowing Rock Boulders > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112864301/harvester-of-sorrows,3.4,Boulder,V4,1,8,36.00765,-81.83629
The Scoop (aka Phone Booth),Short Crack Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/108057105/the-scoop-aka-phone-booth,3.2,Boulder,V5,1,10,35.44986,-82.21903
Locksmith,Masterlock Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112274873/locksmith,3.5,Boulder,V6,1,11,36.39718,-80.28724
Morning Star,Morning Star & Warm-Up Boulders > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106652770/morning-star,3.1,Boulder,V6-7,1,NA,35.44897,-82.2143
Terminator Exit (aka Dyslexia),Patio Roof > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107924485/terminator-exit-aka-dyslexia,3.7,Boulder,V6,1,NA,35.4518,-82.22035
The Politician,Politician Boulder > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106650476/the-politician,3.8,Boulder,V8,1,NA,35.44897,-82.2143
Eco-Challenge,Eco Terrorism Boulder > Trailside Boulderfield > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/114102610/eco-challenge,3.7,Boulder,V4,1,NA,36.39868,-80.28656
Leprechaun Promenade,Leprechaun Roof > The Obscure Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/116552052/leprechaun-promenade,3.8,Boulder,V5,1,20,35.44843,-82.218
The Pit,The Pit Area > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108526169/the-pit,3.1,Boulder,V5,1,NA,35.44931,-82.2116
Classic Arete,Missing Boulder > Egg Area > Upper Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107790532/classic-arete,3.7,Boulder,V4,1,NA,35.1702,-81.3649
Rocky Road,Zschiesche's Corridor Right Side > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/114056443/rocky-road,3.6,Boulder,V6-,1,12,36.397,-80.28743
Donkey Kong,Stu's Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108526147/donkey-kong,2.9,Boulder,V4-,1,NA,36.39674,-80.28818
Colt 45,Colt 45 Area > Blowing Rock Boulders > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/108146855/colt-45,3.8,Boulder,V7,1,NA,36.00765,-81.83629
California Girl,Governing Dynamics Boulder > The Valley Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112541075/california-girl,3.3,Boulder,V4+,1,15,36.40103,-80.2833
Atlas,The Egg > Egg Area > Upper Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107707586/atlas,3.7,Boulder,V7,1,NA,35.17657,-81.35917
The Ramp,Zschiesche's Corridor Left Side > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112511118/the-ramp,3.4,Boulder,V7,1,25,36.397,-80.28752
Venom,Snake Jam Boulder > Gus’s Old School Jams > Upper Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107726925/venom,3.6,Boulder,V5,1,15,35.1758,-81.36001
The Vandal,The Vandal Boulder > The Valley Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112312008/the-vandal,4,Boulder,V7,1,15,36.40047,-80.28367
Dick Cheney,Hell Boulder > Classics Patio > Lower Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107959618/dick-cheney,3.6,Boulder,V7,1,20,35.175,-81.36209
Karma Police,The Loaf > Hull Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/109766288/karma-police,3.6,Boulder,V8,1,15,35.4517,-82.21965
Redneck Riviera,The Hull > Hull Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/108435208/redneck-riviera,3.8,Boulder,V6,1,NA,35.4617,-82.20965
Hustler,Hustler Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112276413/hustler,3.5,Boulder,V5,1,12,36.39659,-80.28702
Friction Addiction,Stu's Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112148230/friction-addiction,3.6,Boulder,V5,1,15,36.39674,-80.28818
Rabid Beaver,White Monster Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112541060/rabid-beaver,3.5,Boulder,V5+,1,10,36.40222,-80.27957
The Northcarolinian,The Pit > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106652781/the-northcarolinian,3.8,Boulder,V5,1,NA,35.44897,-82.2143
Black slab right sds,Cave Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107502901/black-slab-right-sds,2.9,Boulder,V5,1,NA,35.45016,-82.21828
The Nick,The Nick Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112410311/the-nick,3.3,Boulder,V6,1,NA,36.39705,-80.28782
Step Ladder,Cave Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/108679974/step-ladder,2.5,Boulder,V4,1,12,35.45016,-82.21828
Zen Spasm,Zschiesche's Corridor Right Side > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112164068/zen-spasm,4,Boulder,V7,1,20,36.397,-80.28743
Duck Soup,Zschiesche's Corridor Right Side > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112254378/duck-soup,4,Boulder,V5,1,NA,36.397,-80.28743
Doug Reed Top Rope,Devil Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/118091271/doug-reed-top-rope,3.8,Boulder,V5,1,20,35.44977,-82.21876
Earning Your Brunch,White Monster Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/116202316/earning-your-brunch,3.8,Boulder,V9-10,1,12,36.40222,-80.27957
Smart Tom,Smart Tom Boulder > Blowing Rock Boulders > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/119930851/smart-tom,3.9,Boulder,V4,1,NA,36.00765,-81.83629
Lurp,Robotto Boulder > Two Mile Boulderfield > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112348950/lurp,3.4,Boulder,V4-,1,NA,36.38609,-80.29572
Bruces's Problem,Slash And Burn Boulder > Central Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/108008649/brucess-problem,3.6,Boulder,V5,1,13,35.44899,-82.2143
Voltage Boy,Euro Wall > Two Mile Boulderfield > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112349454/voltage-boy,3.5,Boulder,V5,1,12,36.3864,-80.29475
The Clumsy Waiter,"Clumsy Waiter, The > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/107894752/the-clumsy-waiter,3.7,Boulder,V4,1,16,35.34877,-82.16269
Kris Kline Corner,Kris Kline Boulder > Hull Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/113833394/kris-kline-corner,3.8,Boulder,V4,1,18,35.45125,-82.21981
Stigmata,Stigmata Boulder > Two Mile Boulderfield > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/114030618/stigmata,4,Boulder,V10,1,13,36.38623,-80.29532
Mr. Thick,Hound Ears > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106201473/mr-thick,4,Boulder,V9,1,NA,35.6037,-79.2773
Mandibles,Dreamland and Mandibles > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107995690/mandibles,3,Boulder,V7-,1,NA,35.45228,-82.22034
Tabasco Cat,Hound Ears > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/106201463/tabasco-cat,4,Boulder,V6,1,NA,35.6037,-79.2773
Frakenberry,Crowd Pleaser & Berry Patio > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/106650466/frakenberry,3.3,Boulder,V4,1,NA,35.44897,-82.2143
Ribbed for Her Pleasure,Eco Terrorism Boulder > Trailside Boulderfield > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112410222/ribbed-for-her-pleasure,3,Boulder,V5,1,NA,36.39868,-80.28656
Razorburn,Incinerator Boulder > TMI > Lower Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107815134/razorburn,3.4,Boulder,V6,1,30,35.17529,-81.36123
The Egg,The Egg Boulder > The Obscure Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107001347/the-egg,3.4,Boulder,V5,1,10,35.34877,-82.16269
Aviation Skills,Patio Roof > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/121628349/aviation-skills,4,Boulder,V11,1,NA,35.4518,-82.22035
Kamikaze,Patio Roof > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/114099873/kamikaze,4,Boulder,V10,1,NA,35.4518,-82.22035
Magnum,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379842/magnum,4,Boulder,V13,1,NA,35.77289,-82.36285
The Mohican,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379836/the-mohican,3.8,Boulder,V10,1,NA,35.77289,-82.36285
Plafond Decevier,Plafond Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/118637227/plafond-decevier,3.6,Boulder,V6,1,18,36.4019,-80.27848
Nice-un Simulator,Nice'un Simulator Boulder > Two Mile Boulderfield > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/116366271/nice-un-simulator,4,Boulder,V5,1,13,36.3864,-80.29475
Panhandler,The Pit > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107439825/panhandler,4,Boulder,V5+,1,30,35.44897,-82.2143
The Butler,French Maid Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/112531441/the-butler,3.8,Boulder,V7,1,12,35.45007,-82.21986
Turd Slayer,Turdslinger Boulder > The Valley Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/112239883/turd-slayer,2.9,Boulder,V6-,1,NA,36.40114,-80.2844
Orange Crush,Orange Crush Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/116174224/orange-crush,4,Boulder,V10,1,16,36.40203,-80.2795
Twister,White Monster Boulder > North End Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/118314441/twister,4,Boulder,V10 PG13,1,15,36.40222,-80.27957
Lostboys,Masterlock Boulder > Central Area > Sentinel Buttress Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/108543963/lostboys,3,Boulder,V6,1,NA,36.39718,-80.28724
Grease Pit,The Pit > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107439815/grease-pit,3,Boulder,V5,1,10,35.44897,-82.2143
The Ramp,The Ramp (Area) > Northside Boulders > Looking Glass Boulders > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/113848171/the-ramp,4,Boulder,V8,1,18,35.30553,-82.79018
Hatchet,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379697/hatchet,4,Boulder,V11,1,NA,35.77289,-82.36285
Control,Control Area > Two Mile Boulderfield > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/114033914/control,3.7,Boulder,V6,1,15,36.38694,-80.29567
Magua Assis,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379853/magua-assis,4,Boulder,V12,1,NA,35.77289,-82.36285
Requiem for a Tree,Requiem Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/120270693/requiem-for-a-tree,4,Boulder,V8 PG13,1,15,35.4525,-82.22017
Undertow,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379673/undertow,4,Boulder,V11,1,NA,35.77289,-82.36285
Dome Pincher,Bold Moon preserve boulder > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/118750669/dome-pincher,4,Boulder,V4,1,20,36.17114,-79.65761
The Vandal Low,The Vandal Boulder > The Valley Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/123091316/the-vandal-low,4,Boulder,V9,1,25,36.40047,-80.28367
The Leaning Tower,Leaning Tower Boulder > Gus’s Old School Jams > Upper Dixon > Dixon School Boulders > Crowders Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/107726815/the-leaning-tower,4,Boulder,V8,1,25,35.17609,-81.36015
Pinching' Logs,Hound Ears > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/111907492/pinching-logs,4,Boulder,V5,1,NA,35.6037,-79.2773
The Blade,Hound Ears > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/107837435/the-blade,3.7,Boulder,V6,1,20,35.6037,-79.2773
Monkey Paw,Mushroom Boulder > Blowing Rock Boulders > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112511491/monkey-paw,3.1,Boulder,V4,1,12,36.00765,-81.83629
Clear Water,Brackish Boulder > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/107938789/clear-water,3.8,Boulder,V9,1,13,35.44861,-82.21211
Double up,Haw River Boulders > 4. Eastern Region > North Carolina,https://www.mountainproject.com/route/121850141/double-up,3,Boulder,V9- R,1,15,35.72747,-79.10378
Triple Sex,XXX Boulder > The Valley Boulderfield > Moore's Wall (Bouldering) > Hanging Rock State Park > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/117595204/triple-sex,3,Boulder,V5,1,12,36.40087,-80.28441
Dreamland,Dreamland and Mandibles > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/118294082/dreamland,3.9,Boulder,V11,1,16,35.45228,-82.22034
Glass Arete,West side > Northside Boulders > Looking Glass Boulders > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/119281798/glass-arete,4,Boulder,V10,1,20,35.30392,-82.79627
Homewrecker SDS,Washing Machine Boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/118637320/homewrecker-sds,3.5,Boulder,V12,1,20,35.34877,-82.16269
The End,45 degree boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/121847493/the-end,4,Boulder,V10-11,1,NA,35.45162,-82.21928
Anvil in the Air,The Hull > Hull Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/121951996/anvil-in-the-air,4,Boulder,V10,1,8,35.4617,-82.20965
Subdivisions,45 degree boulder > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/122027515/subdivisions,4,Boulder,V10,1,NA,35.45162,-82.21928
The Sail,The Sail > The Terraces > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/108508396/the-sail,3.1,Boulder,V4,1,15,35.4524,-82.22022
Natty Bumppo,Corner Rock > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/112379788/natty-bumppo,4,Boulder,V9,1,NA,35.77289,-82.36285
Tim the Wizard,French Maid Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/121847369/tim-the-wizard,4,Boulder,V9,1,NA,35.45007,-82.21986
Crux #5 (The Impossi-panel) (pre-2020),NCSU Traverse Wall > NC States Campus > Raleigh area climbing > 4. Eastern Region > North Carolina,https://www.mountainproject.com/route/118715699/crux-5-the-impossi-panel-pre-2020,4,Boulder,V6,1,NA,35.78376,-78.67237
Hallway project low start,Triangle Boulder > 107 Boulders > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/119989380/hallway-project-low-start,4,Boulder,V8 PG13,1,20,35.19564,-83.13872
Reservoir Dogs,The Loaf > Hull Area > West Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/111417061/reservoir-dogs,3.8,Boulder,V10,1,NA,35.4517,-82.21965
Double Shot,Crowd Pleaser & Berry Patio > East Side Boulders > Rumbling Bald Bouldering > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/111699834/double-shot,4,Boulder,V9,1,NA,35.44897,-82.2143
Beep Bops Big Birthday,Beep Bop Boulder > Looking Glass Boulders > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/121812497/beep-bops-big-birthday,4,Boulder,V3-4,1,12,35.30446,-82.79644
