id,hospital_name,hospital_x,hospital_y
7bd1637b-3a6b-3ec6-8fa7-d7678a14c645,WELLSPAN EPHRATA COMMUNITY HOSPITAL,-76.18205522349747,40.187511400000005
fe427f33-c1a2-3511-b630-ab3571db3540,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
09d855e7-e3fc-3155-97ca-32249e5240d3,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
1451d53a-2f37-335f-8d5e-1fde550214d3,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
f33ee2f9-6577-3235-935c-adbf487cb0f0,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
d79d354e-fb52-3dc4-874c-43935343d736,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
aa8e2e37-49df-3ced-bf28-1dd430649da4,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
d551023b-e3d7-3466-887e-5746d1a8a1e2,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
cd9e4b3e-3a13-3340-8b12-1c6d3af3a7d6,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
b34293de-edff-3cb6-9055-338e3616d6aa,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
75a3028c-a728-316b-9b2d-a13cc263d7f8,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
81589c19-7cf6-3cad-841a-bcf049aaf0ae,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
a76ae10e-254a-3c0a-8668-e3f5a39e8450,"MAIN LINE HOSPITALS, INC.",-75.32109563189564,40.0193369
a7e92b04-cbe6-3c4e-8174-373f44e3885e,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
85ade90d-ceed-3642-bec1-b29fb34d8e6c,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
cec71a24-2a11-3823-972d-22c7f496a522,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
66e255d4-417c-3885-aa82-13b19ab17712,"MAIN LINE HOSPITALS, INC.",-75.32109563189564,40.0193369
ca70e1d9-ca0f-368c-a653-e45fbfe50516,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
c56aae9e-5757-3695-865b-89bad8276e6f,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
9637729b-cee0-307a-8332-5101265151a6,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
1d81d1ee-6d53-3347-91f3-b8b46cf56fda,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
2e38eb71-ba9e-3c44-ad3c-3ca81dd37d23,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
627290bd-a320-37d4-85e0-92b44709a9db,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
8fc4711d-cc52-3470-91eb-f84040ad2fb4,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
5ed4d149-bbe7-39af-9a90-66ce30b9386d,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
1a04de04-f22c-356e-9a0b-a49afb9efe08,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
dc4ddb9a-49dc-384b-9d8b-e23849fe458a,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
402d0a84-0301-3d5e-a16a-8102a8247890,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
332916e5-17af-3d4d-829e-a359d68f2ef9,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
dc49b6fc-249f-3d92-aca7-8d2d2bc36c64,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
4e4a6fb2-76f9-35ea-8219-5646073b3cf4,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
d94e26c6-64b7-3d46-8409-60c581419040,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
23bfea07-65d5-3b05-9398-f481251e5a68,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
a6e33370-3094-3ecf-a998-4c0ea02a18fa,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
0e1f80a0-83e3-3268-a6ad-c8acc8672347,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
e2597dbd-d069-3ffc-b8a2-0b8c30125bd8,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
4ecf04d8-5435-3153-851f-bf77b29a1eb5,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.15801474823724,39.9493479
5710844c-8774-3fac-b6b7-4e52f36b665d,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
e4d3e754-b83c-3f8a-bd07-270e0776c78f,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
4a13390c-c785-3eee-9904-7314e03c0eba,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
5da81461-e1e7-3aa8-9eb6-cb7ef51cf85f,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
47a934fc-50a2-3e4d-93c4-caa979637d38,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
682e020d-de2b-3a66-be54-672d34e0cb2e,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
f2844547-65fe-3763-b718-3fe32ef3b692,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
c396ac26-ddc1-3198-9835-b9e6a391a406,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.15801474823724,39.9493479
189b85a1-fb08-30fa-b9bd-9db26ad99990,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
65a7e8ec-166e-3345-a01b-cc74842745c4,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
a39653b8-bd67-3a35-85be-3f96cecf2ff0,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
fa7d07cc-689c-3ced-9aea-c60e4ca40562,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
77ab53e0-3895-3914-ad0d-28f037032697,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
1bdbebed-14f1-3707-8f5c-9fb74f982e77,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
e5099fa3-32bc-3373-8747-82bd62885a68,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
5adc14f1-e195-3f0b-819d-4bddf1a412e4,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
17e83511-5c64-383a-9189-fdeadb4d1181,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
97fb5aa7-9e7e-3c5b-b939-8c46705eacad,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
6f5fe537-f5fd-3246-8c4d-91df28285048,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
0bc6411a-6af0-3a05-99aa-1ea219a8c5fa,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
457d1343-9867-37e9-8275-b376bb610eed,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
b0e9d3cf-3ad6-3012-9521-c5edb72ee91c,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
f6e7940d-4890-36bd-be0e-621f07fe13ab,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
eed9fa00-75cb-324b-8313-5d1191e61de0,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
0050b017-848b-3802-adec-1a2096d1dd22,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
06ca1818-aaf9-318c-a5d8-2a3a3e1b2339,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
c7845e55-ca59-3e88-9a7a-0867e7f14d13,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
cd927e23-4639-3cb5-91a8-05b05afb790b,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
744de05d-a3d7-3cc1-8c49-a1656d163835,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
e4269c71-d7dc-3b95-9f6d-c3e222e3ea7b,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
9c705db3-a1b1-3ea2-bd46-79ef37e70db6,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
26291b5d-af8e-3d92-be23-26a3d52bc059,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
b4045556-dc51-3c1c-b285-90097202a1c0,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
7d137e1b-d1f2-3522-b67e-c8da8293f5a5,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
ec13755e-b85c-3714-bc8a-a739da0f994f,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
99a4311e-af12-32a1-8443-d252a72cb01c,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
ec65e63a-af46-3040-9606-bd7a195af77c,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
43ca74b8-8b83-3ad3-95f4-8dc2fc7a754b,"MAIN LINE HOSPITALS, INC.",-75.3925906,39.9850181
f29814eb-d594-3425-8284-8755409e9d18,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
43e3ad7a-1930-3e79-bf53-de0f87877876,ROXBOROUGH MEMORIAL HOSPITAL,-75.20929984465803,40.02896325
ce72f61d-e183-3165-aeff-8c61ea38e632,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
9192a9fa-d79e-36d6-9aae-74575a843598,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
b3f1644e-bdc3-3d1f-8416-3fe2f6ed6984,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
8285ca5a-610f-33a5-be89-773f8aa1d938,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
c0299d03-bcf2-3264-a53b-5164b69b4054,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
9fd95234-d09f-3074-8723-566c9aa5282e,PENN PRESBYTERIAN MEDICAL CENTER,-75.19932867448692,39.9584948
179cc81a-d1ff-3dc9-b532-83fa632f08eb,PENNSYLVANIA HOSPITAL,-75.15564194733723,39.94491245
bb6f90c3-c1be-3ece-b807-fdde837ad7a3,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.1508235158642,40.005307900000005
c0aa1674-3948-32d0-9086-df18f0c5edd0,HOSPITAL OF UNIV OF PENNSYLVANIA,-75.1635262,39.9527237
bbd628f6-c076-314c-81a4-30e97c8faf72,ABINGTON MEMORIAL HOSPITAL,-75.12019398442041,40.1196538
a8342a4c-fead-3cc9-aa84-3501414edc52,"MAIN LINE HOSPITALS, INC.",-75.2707469,40.0028514
d87bcf98-05bc-3cdd-af69-8cbd67e3edfc,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
c6803bda-6d54-364b-bff0-de5127f22a25,THOMAS JEFFERSON UNIVERSITY HOSPITAL,-75.11623055715701,40.1507046
5be76683-bdd8-3586-9885-6cc4f5718346,NAZARETH HOSPITAL,-75.04005520422054,40.060166800000005
1b024647-366b-344e-8aa0-ecd28a155b96,EINSTEIN MEDICAL CENTER MONTGOMERY,-75.28566340703325,40.11654353795906
193b36d7-012f-30b2-949c-9692516dd0b4,ALBERT EINSTEIN MEDICAL CENTER,-75.14158870992098,40.0368481
efc30ab5-512d-32a1-8b42-eb5b5399228a,"TEMPLE UNIVERSITY HOSPITAL, INC",-75.12913941101698,39.98982305
